Go.	Mene.
Tom never even saw a computer until he was thirteen.	Tom ei nähnyt tietokonetta ennen kuin vasta kolmetoistavuotiaana.
Tom occasionally visited Mary at her parents' house.	Tom kävi satunnaisesti tapaamassa Marya tämän vanhempien talossa.
Tom reminded Mary that she needed to buy some bread.	Tom muistutti Maria siitä, että hänen pitäisi ostaa leipää.
Tom said he didn't know what Mary wanted him to buy.	Tom sanoi, ettei hän tiennyt, mitä Mari halusi hänen ostavan.
Tom told me he was interested in visiting Australia.	Tom kertoi minulle, että kiinnostaisi Australiassa käyminen.
Tom told me that he couldn't really trust Microsoft.	Tom kertoi minulle, ettei hän pystynyt oikeastaan luottamaan Microsoftiin.
Tom tried to restart the car, but it wouldn't start.	Tom yritti käynnistää auton uudelleen, mutta se ei käynnistynyt.
Tom warned Mary not to go out by herself after dark.	Tom varoitti Maria menemästä ulos yksinään pimeän jälkeen.
Tom was wearing an eyepatch the last time I saw him.	Tom piti silmälappua viime kerran kun hänet näin.
Tom was wearing his pajamas when he opened the door.	Tom oli pyjamassa, kun hän avasi oven.
Tom won the lottery, but went bankrupt a year later.	Tom voitti lotossa, mutta hän joutui vararikkoon vuotta myöhemmin.
Tom wrote Mary a love letter, but he didn't send it.	Tom kirjoitti Marille rakkauskirjeen, mutta hän ei lähettänyt sitä.
Tom's mother lies awake at night worrying about him.	Tomin äiti makaa valveilla öisin murehtien Tomia.
We're not children, so don't treat us like children.	Älä kohtele meitä tuohon tyyliin. Emme me lapsia ole.
What happened? There's water all over the apartment.	Mitä tapahtui? Koko asunto on veden vallassa.
When I hear this song, I think of you, and miss you.	Kun mä kuulen tän kappaleen, niin mä ajattelen sua ja ikävöin sua.
When he returned home, the kids were already asleep.	Kun hän palasi kotiin, lapset olivat jo unessa.
When you have finished reading this letter, burn it.	Kun olet lukenut tämän kirjeen loppuun, polta se.
Which do you like better, the Giants or the Dragons?	Kummista pidät enemmän, Jättiläisistä vai Lohikäärmeistä?
Why didn't you tell me you didn't understand French?	Miksi sinä et kertonut minulle, että et ymmärrä ranskaa?
Will you send someone to fix it as soon as possible?	Voisitko lähettää jonkun korjaamaan sen niin pian kuin mahdollista?
Would you like to come over to our house for dinner?	Haluaisitko tulla meidän luoksemme illalliselle?
Would you please tell me your full name and address?	Voisitko kertoa minulle koko nimesi ja osoitteesi?
You might be interested to know that Tom has a Ph.D.	Sinua saattaa kiinnostaa tietää, että Tomilla on tohtorin tutkinto.
You should only believe about half of what Tom says.	Sinun pitäisi uskoa vain puolet siitä mitä Tom sanoo.
You're not supposed to go hunting without a license.	Sinun ei pitäsi mennä metsästämään ilman lupaa.
"What's your name?" "Tom," the little boy said shyly.	”Mikä sinun nimesi on?” ”Tom”, pieni poika sanoi ujosti.
A bad habit, once formed, is difficult to get rid of.	Kun paha tapa on kerran muodostunut, siitä on vaikea päästä eroon.
A beautiful woman like you shouldn't be eating alone.	Kaltaisesi kauniin naisen ei pitäisi syödä yksin.
A child can play in various ways of his own choosing.	Lapsi voi leikkiä useilla itse valitsemillaan tavoilla.
A doctor's instruments must be kept absolutely clean.	Lääkäreiden työvälineet on pidettävä ehdottoman puhtaina.
A dog's sense of smell is much keener than a human's.	Koiran hajuaisti on paljon tarkempi kuin ihmisen.
A few years ago, I swore never to fall in love again.	Muutama vuosi sitten vannoin, että en rakastu enää koskaan.
A fund was set up to preserve endangered marine life.	Tukirahasto uhanalaisten merenelävien säilyttämiseksi perustettiin.
A good management would listen to reasonable demands.	Hyvä johto kuuntelisi kohtuullisia vaatimuksia.
A human body consists of a countless number of cells.	Ihmisvartalo koostuu lukemattomasta määrästä soluja.
A little reflection will show you that you are wrong.	Ajattelepa hieman taaksepäin, huomaat olevasi väärässä.
A lot of countries participated in the Olympic Games.	Moni maa osallistui Olympialaisiin.
A lot of people feel the same way about this as I do.	Monet ihmiset kokevat tämän samoin kuin minä.
A lot of people saw you at the scene of the accident.	Monet ihmiset näkivät sinut onnettomuuspaikalla.
A lot of people think that lawyers get paid too much.	Monien mielestä lakimiehille maksetaan liikaa palkkaa.
A number of countries have strict laws against drugs.	Useilla mailla on ankarat huumeiden vastaiset lait.
A number of traffic accidents have happened recently.	Viime aikoina on sattunut useita liikenneonnettomuuksia.
A person like Tom probably knows how to speak French.	Sellainen henkilö kuin Tom osaa varmaankin puhua ranskaa.
A polite manner is characteristic of Japanese people.	Kohteliaat tavat ovat japanilaisten erityispiirre.
A stay of execution was ordered at the eleventh hour.	Täytäntöönpano määrättiin lykättäväksi viime hetkellä.
Always keep a bucket of water handy, in case of fire.	Pidä aina käsillä vesiämpäri tulipalon varalta.
Are you sure this is what we're supposed to be doing?	Oletko varma, että tämä on sitä, mitä meidän pitäisi olla tekemässä?
Bears often scratch their backs on the bark of trees.	Karhut rapsuttavat usein selkäänsä puunkuorta vasten.
Because I didn't hear from him, I wrote to him again.	Koska en kuullut hänestä, kirjoitin hänelle uudelleen.
Did you believe in Santa Claus when you were a child?	Uskoitko Joulupukkiin, kun olit lapsi?
Do you know why spring rolls are called spring rolls?	Tiedätkö miksi kevätkääryleitä sanotaan kevätkääryleiksi?
Doesn't anyone know how long we are going to be here?	Eikö kukaan tiedä, kuinka pitkään me aiomme olla täällä?
Don't forget to brush your teeth before going to bed.	Älä unohda harjata hampaitasi ennen nukkumaanmenoa.
Don't pour hot water into the glass or it will crack.	Älä kaada kuumaa vettä lasiin tai se hajoaa.
Don't trust any statistics you did not fake yourself.	Älä luota tilastoihin, joita et itse tekaissut.
English is spoken in many countries around the world.	Englantia puhutaan monissa maissa ympäri maailmaa.
Everybody does stupid stuff like that in high school.	Kaikki tekevät sellaisia typeryyksiä lukiossa.
Everyone in the class has to learn the poem by heart.	Koko luokan täytyi opetella runo ulkoa.
Finishing the job by Tuesday will be a piece of cake.	Työn tekeminen loppuun tiistaihin mennessä on helppo juttu.
For exercise, I either ride a bicycle or go swimming.	Harjoituksen vuoksi joko pyöräilen tai menen uimaan.
Have you ever wondered how many stars are in the sky?	Oletko koskaan miettinyt, paljonko taivaalla on tähtiä?
He is apt to get angry if you ask a lot of questions.	Hänellä on taipumus suuttua, jos saa liikaa kysymyksiä.
He's very nice, which is why I like working with him.	Hän on todella kiva, mistä syystä tykkään tehdä töitä hänen kanssaan.
Her brother is married, but he doesn't have children.	Hänen veljensä on naimisissa, mutta hänellä ei ole lapsia.
His brother is married, but he doesn't have children.	Hänen veljensä on naimisissa, mutta hänellä ei ole lapsia.
How would you feel in this situation if you were Tom?	Miltä sinusta tuntuisi tässä tilanteessa, jos olisit Tom?
I asked him to open the door, but he would not do so.	Pyysin häntä avaamaan oven, mutta hän ei tehnyt sitä.
I assure you I'll do everything possible to help you.	Vakuutan sinulle, että teen kaiken mahdollisen auttaakseni sinua.
I didn't know that soccer was such a dangerous sport.	En tiennyt, että jalkapallo on niin vaarallinen urheilulaji.
I didn't want to catch a cold, so I didn't go skiing.	En halunnut kylmettyä. Siksi en mennyt hiihtämään.
I don't think I can love two people at the same time.	En usko, että voin rakastaa kahta ihmistä samaan aikaan.
I don't think I could spend six hours alone with you.	En usko, että kestäisin kuutta tuntia kahdestaan sinun kanssasi.
I had no idea you were so good at playing the guitar.	Minulla ei ollut aavistustakaan, että olit niin hyvä soittamaan kitaraa.
I hate to interrupt you, but I need to say something.	En haluaisi keskeyttää sinua, mutta minun täytyy sanoa jotain.
I live in a town, but my parents live in the country.	Minä asun kaupungissa, mutta minun vanhempani asuvat maaseudulla.
I pinched myself to make sure that I wasn't dreaming.	Nipistin itseäni tarkistaakseni, etten ollut unessa.
I think watching people playing chess isn't much fun.	Minusta ei ole kovin hauskaa katsoa ihmisten pelaavan shakkia.
I thought the only thing you really enjoyed was golf.	Ajattelin että ainoa asia mistä nautit oli golf.
I tried to make an inconspicuous exit from the party.	Yritin tehdä huomaamattoman lähdön juhlista.
I want to know what happened to the gun Tom gave you.	Haluan tietää mitä tapahtui sille aseelle, jonka Tom antoi sinulle.
I wanted to have a word with you about what happened.	Halusin vaihtaa muutaman sanan kanssasi siitä, mitä tapahtui.
I was glad to see that he finally came to his senses.	Olin iloinen nähdessäni että hän lopulta tuli järkiinsä.
I will try to pay what I owe by the end of the month.	Aion yrittää maksaa mitä olen velkaa kuun loppuun mennessä.
I wish I could figure out how to control my appetite.	Toivon voivani selvittää kuinka hallita ruokahaluani.
I'd like to schedule an appointment with Dr. Jackson.	Haluaisin varata ajan lääkäri Jacksonille.
I'll be able to afford a week's vacation this summer.	Pystyn kustantamaan viikon loman tänä kesänä.
I'll see to it that Tom does everything you've asked.	Pidän huolta siitä, että Tom tekee kaiken, minkä pyysit.
I'm now in New York. I'm staying here for three days.	Olen nyt New Yorkissa. Olen täällä kolme päivää.
I'm sorry things didn't work out between you and Tom.	Olen pahoillani, etteivät asiat toimineen sinun ja Tomin välillä.
I've been wearing this denim jacket for 15 years now.	Olen pitänyt tätä farkkutakkia 15 vuotta.
I've decided to quit my job at the end of this month.	Olen päättänyt irtisanoutua tämän kuun lopussa.
I've got something in my bag that I need to give you.	Minulla on laukussani jotain, mitä minun täytyy antaa sinulle.
I've tried calling him all day, but the line is busy.	Olen yrittänyt soittaa hänelle koko päivän, mutta numero on varattu.
I've waited two whole hours. I can't wait any longer.	Olen odottanut kaksi kokonaista tuntia. En voi odottaa kauempaa.
If I go to the party, I'll take some bottles of wine.	Jos menen juhliin, otan muutaman pullon viiniä.
If it's not too much trouble, I would like some help.	Jos siitä ei ole liikaa vaivaa, niin pyytäisin vähän apua.
If you don't want to say anything, you don't have to.	Jos et halua sanoa mitään, niin sinun ei tarvitse.
If you don’t give it back to him, he’ll be angry!	Jos et anna sitä hänelle takaisin, hän suuttuu!
If you drink, don't drive. If you drive, don't drink.	Jos juot, älä aja. Jos ajat, älä juo.
If you make your own clothes, it will save you money.	Jos teet vaatteet omin käsin, säästät rahaa.
If you turn to the left, you'll see a white building.	Jos käännyt vasemmalle, näet valkoisen rakennuksen.
If you want a new bike, you'd better start saving up.	Jos haluat uuden pyörän, niin sinun on parasta alkaa panna rahaa säästöön.
In America, cars drive on the right side of the road.	Autot ajavat Amerikassa tien oikealla puolella.
In a job like this, it's hard to get enough exercise.	Tällaisessa työssä on vaikea saada tarpeeksi liikuntoa.
Is it safe to eat food that has dropped on the floor?	Voiko lattialle pudonnutta ruokaa syödä huoletta?
Is this the first time for you to have Japanese food?	Onko tämä ensimmäinen kerta kun syöt japanilaista ruokaa?
It has been almost 50 years since World War II ended.	Toisen maailmansodan päättymisestä on melkein viisikymmentä (50) vuotta.
It is dangerous to ride a motorbike without a helmet.	On vaarallista ajaa moottoripyörää ilman kypärää.
It is outrageous that you should spend so much money.	On älytöntä, että sinun pitäisi kuluttaa niin paljon rahaa.
It smells as though someone has been smoking in here.	Haisee siltä kuin joku olisi polttanut täällä.
It was a long war because neither side would give in.	Sota oli pitkä, koska kumpikaan puoli ei halunnut antaa periksi.
It's been a long time since I visited my grandmother.	On kauan aikaa siitä kun viimeksi kävin isoäitini luona.
It's difficult to get the car going on cold mornings.	On vaikea saada auto käyntiin kylminä aamuina.
It's not like we're going to get married or anything.	Siis, eihän me olla menossa naimisiin tai jotain.
